alpha,tau,x0_0,x0_1,x0_2,x0_3,x0_4,x0_5,x0_6,x0_7,x0_8,x0_9,x0_10,x0_11,x0_12,x0_13,x0_14,x0_15,x0_16,x0_17,x0_18,x0_19,x0_20,x0_21,x0_22,x0_23,x0_24,x0_25,x0_26,x0_27,x0_28,x0_29,x0_30,x0_31,x0_32,x0_33,x0_34,x0_35,x0_36,x0_37,x0_38,x0_39,x0_40,x0_41,x0_42,x0_43,x0_44,x0_45,x0_46,x0_47,x0_48,x0_49,x0_50,x0_51,x0_52,x0_53,x0_54,x0_55,x0_56,x0_57,x0_58,x0_59,x0_60,x0_61,x0_62,x0_63,x0_64,x0_65,x0_66,x0_67,x0_68,x0_69,x0_70,x0_71,x0_72,x0_73,x0_74,x0_75,x0_76,x0_77,x0_78,x0_79,x0_80,x0_81,x0_82,x0_83,x0_84,x0_85,x0_86,x0_87,x0_88,x0_89,x0_90,x0_91,x0_92,x0_93,x0_94,x0_95,x0_96,x0_97,x0_98,x0_99,x0_100,y0,val_x0,xopt_0,xopt_1,xopt_2,xopt_3,xopt_4,xopt_5,xopt_6,xopt_7,xopt_8,xopt_9,xopt_10,xopt_11,xopt_12,xopt_13,xopt_14,xopt_15,xopt_16,xopt_17,xopt_18,xopt_19,xopt_20,xopt_21,xopt_22,xopt_23,xopt_24,xopt_25,xopt_26,xopt_27,xopt_28,xopt_29,xopt_30,xopt_31,xopt_32,xopt_33,xopt_34,xopt_35,xopt_36,xopt_37,xopt_38,xopt_39,xopt_40,xopt_41,xopt_42,xopt_43,xopt_44,xopt_45,xopt_46,xopt_47,xopt_48,xopt_49,xopt_50,xopt_51,xopt_52,xopt_53,xopt_54,xopt_55,xopt_56,xopt_57,xopt_58,xopt_59,xopt_60,xopt_61,xopt_62,xopt_63,xopt_64,xopt_65,xopt_66,xopt_67,xopt_68,xopt_69,xopt_70,xopt_71,xopt_72,xopt_73,xopt_74,xopt_75,xopt_76,xopt_77,xopt_78,xopt_79,xopt_80,xopt_81,xopt_82,xopt_83,xopt_84,xopt_85,xopt_86,xopt_87,xopt_88,xopt_89,xopt_90,xopt_91,xopt_92,xopt_93,xopt_94,xopt_95,xopt_96,xopt_97,xopt_98,xopt_99,xopt_100,val_xopt,objective_value
0.4499999999999999,0.5,1.0,0.11,0.43,0.04,0.89,0.09,0.06,0.45,0.48,0.31,0.46,0.13,1.0,0.22,0.52,0.44,0.49,0.56,0.41,0.39,0.25,0.25,0.25,0.16,0.07,0.2,0.19,0.22,0.1,0.36,0.29,0.37,0.27,0.33,0.53,0.43,0.47,0.44,0.33,0.48,0.39,0.48,0.5,0.49,0.59,0.61,0.51,0.66,0.68,0.71,0.05,0.26,0.02,0.49,0.59,0.62,0.64,0.11,0.11,0.11,0.1,0.92,0.09,0.27,0.24,0.43,0.48,0.35,0.64,0.12,0.56,0.0,0.09,0.8,0.61,0.45,0.43,0.19,0.34,0.25,0.05,0.04,0.05,0.14,0.17,0.18,0.17,0.44,0.2,0.43,0.05,0.01,0.09,0.72,0.58,0.72,0.64,0.16,0.12,0.07,0.56,0.37,0.765279675201426,1.0,0.11,0.43,0.04,0.89,0.09,0.06,0.45,0.48,0.31,0.46,0.13,1.0,0.22,0.52,0.44,0.49,0.56,0.41,0.39,0.25,0.25,0.25,0.16,0.07,0.2,0.19,0.22,0.1,0.36,0.29,0.37,0.27,0.33,0.53,0.43,0.47,0.44,0.33,0.48,0.39,0.48,0.5,0.49,0.59,0.61,0.51,0.66,0.68,0.71,0.05,0.26,0.02,0.49,0.59,0.62,0.64,0.11,0.11,0.11,0.1,0.92,0.09,0.27,0.24,0.43,0.48,0.35,0.64,0.12,0.56,0.0,0.09,0.8,0.61,0.45,0.43,0.19,0.34,0.25,0.05,0.04,0.05,0.14,0.17,0.18,0.17,0.44,0.2,0.43,0.05,0.01,0.09,0.72,0.58,0.72,0.64,0.16,0.12,0.07,0.56,0.7652796752014261,0.0
0.4499999999999999,0.5,1.0,0.02,0.96,0.05,0.0,1.0,1.0,0.54,0.58,0.39,0.33,0.0,0.0,0.16,0.61,0.41,0.14,0.49,0.92,0.28,0.12,0.08,0.2,0.14,0.11,0.17,0.18,0.21,0.05,0.63,1.0,1.0,0.1,1.0,0.22,0.09,0.26,0.32,0.16,0.28,0.49,0.36,0.33,1.0,0.54,0.46,0.42,0.6,0.47,0.47,0.03,0.43,0.06,0.36,0.42,0.53,0.6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39,1.0,0.63,0.0,0.01,0.87,0.42,0.15,0.29,0.54,0.52,1.0,0.14,0.12,0.1,0.18,0.22,0.23,0.22,0.5,0.55,0.21,0.0,0.0,1.0,0.43,0.54,0.7,0.74,0.02,0.22,0.02,0.0,0.69,0.6294677494671619,1.0,0.02,0.96,0.05,0.0,1.0,1.0,0.54,0.58,0.39,0.33,0.0,0.0,0.16,0.61,0.41,0.14,0.49,0.92,0.28,0.12,0.08,0.2,0.14,0.11,0.17,0.18,0.21,0.05,0.63,1.0,1.0,0.1,1.0,0.22,0.09,0.26,0.32,0.16,0.28,0.49,0.36,0.33,1.0,0.54,0.46,0.42,0.6,0.47,0.47,0.03,0.43,0.06,0.36,0.42,0.53,0.6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39,1.0,0.63,0.0,0.01,0.87,0.42,0.15,0.29,0.54,0.52,1.0,0.14,0.12,0.1,0.18,0.22,0.23,0.22,0.5,0.55,0.21,0.0,0.0,1.0,0.43,0.54,0.7,0.74,0.02,0.22,0.02,0.0,0.6294677494671619,0.0
0.4499999999999999,0.5,1.0,0.0,0.33,0.02,0.91,0.16,0.09,0.55,0.63,0.53,0.31,0.02,1.0,0.29,0.64,0.6,0.57,0.3,0.15,0.41,0.32,0.34,0.34,0.27,0.15,0.15,0.3,0.35,0.01,0.3,0.11,0.18,0.54,0.3,0.56,0.33,0.53,0.31,0.58,0.6,0.73,0.66,0.64,0.28,0.58,0.6,0.75,0.59,0.65,0.67,0.0,0.07,0.0,0.79,0.77,0.69,0.61,0.29,0.25,0.2,0.17,0.88,0.03,0.08,0.08,0.24,0.3,0.23,0.49,0.09,0.61,0.0,0.02,0.7,0.47,0.1,0.34,0.65,0.19,0.18,0.22,0.2,0.21,0.32,0.31,0.33,0.28,0.55,0.59,0.39,0.0,0.0,0.15,0.34,0.31,0.36,0.44,0.02,0.15,0.16,0.0,0.88,0.8495420004217771,1.0,0.0,0.33,0.02,0.91,0.16,0.09,0.55,0.63,0.53,0.31,0.02,1.0,0.29,0.64,0.6,0.57,0.3,0.15,0.41,0.32,0.34,0.34,0.27,0.15,0.15,0.3,0.35,0.01,0.3,0.11,0.18,0.54,0.3,0.56,0.33,0.53,0.31,0.58,0.6,0.73,0.66,0.64,0.28,0.58,0.6,0.75,0.59,0.65,0.67,0.0,0.07,0.0,0.79,0.77,0.69,0.61,0.29,0.25,0.2,0.17,0.88,0.03,0.08,0.08,0.24,0.3,0.23,0.49,0.09,0.61,0.0,0.02,0.7,0.47,0.1,0.34,0.65,0.19,0.18,0.22,0.2,0.21,0.32,0.31,0.33,0.28,0.55,0.59,0.39,0.0,0.0,0.15,0.34,0.31,0.36,0.44,0.02,0.15,0.16,0.0,0.8495420004217771,0.0
0.4499999999999999,0.5,1.0,0.06,0.49,0.46,0.0,1.0,0.43,0.35,0.5,0.32,0.34,0.08,1.0,0.35,0.68,0.16,0.36,0.36,0.38,0.34,0.34,0.32,0.32,0.38,0.17,0.37,0.28,0.33,0.04,0.25,0.35,0.46,0.25,0.35,0.57,0.62,0.23,0.42,0.32,0.55,0.59,0.65,0.62,0.58,0.47,0.47,0.61,0.46,0.56,0.49,0.05,0.49,0.1,0.39,0.47,0.59,0.65,0.8,0.84,0.96,0.97,0.26,0.67,0.46,0.4,0.51,0.48,0.56,0.3,0.81,0.79,0.0,0.05,0.83,0.33,0.08,0.12,0.42,0.15,0.34,0.54,0.52,0.5,0.6,0.57,0.63,0.56,0.62,0.48,0.11,0.0,0.0,0.87,0.39,0.57,0.82,0.72,0.01,0.79,0.21,0.0,0.16,0.3663906495975046,1.0,0.0599999999872444,0.49,0.4599999999908849,0.0,1.0,0.43,0.35,0.5,0.3200000000015637,0.34,0.08,1.0,0.35,0.6800000000058197,0.16,0.36,0.36,0.38,0.34,0.3399999999859255,0.32,0.32,0.38,0.17,0.37,0.28,0.33,0.04,0.25,0.35,0.46,0.25,0.35,0.57,0.6200000000010084,0.23,0.42,0.32,0.55,0.59,0.65,0.6199999999999991,0.5800000000000288,0.47,0.47,0.6100000000002593,0.46,0.56,0.4900000000045231,0.05,0.4899999999979925,0.1,0.39,0.47,0.59,0.65,0.8,0.8400000000350675,0.959999993996943,0.9700000000096723,0.2600000000003811,0.67,0.4600000000002258,0.4,0.1562497686135238,0.4800000000005763,0.56,0.3,0.81,0.79,0.0,0.05,0.83,0.3299999999923025,0.08,0.12,0.4200000000002769,0.15,0.34,0.54,0.52,0.5,0.6,0.5700000000008631,0.630000000001315,0.56,0.62,0.48,0.11,0.0,0.0,0.87,0.3900000000000644,0.5700000000002073,0.82,0.72,0.0099999999997266,0.7900000000002928,0.21,0.0,0.591053220380829,1.3537502313864762
0.4499999999999999,0.5,1.0,0.01,0.37,0.01,0.99,0.02,0.01,0.35,0.38,0.23,0.59,0.0,0.0,0.23,0.38,0.39,0.51,0.64,0.35,0.63,0.24,0.23,0.22,0.23,0.25,0.48,0.2,0.51,0.02,0.32,0.3,0.45,0.16,0.34,0.37,0.78,0.35,0.71,0.25,0.51,0.25,0.47,0.5,0.4,0.65,0.68,0.76,0.59,0.27,0.42,0.0,0.06,0.0,0.18,0.13,0.11,0.09,0.02,0.01,0.01,0.01,0.95,0.01,0.13,0.13,0.38,0.41,0.32,0.66,0.03,0.4,0.5,0.02,0.82,0.64,0.3,0.61,0.27,0.33,0.32,0.07,0.06,0.07,0.13,0.14,0.13,0.17,0.42,0.27,0.26,0.0,0.0,0.04,0.82,0.63,0.82,0.82,0.04,0.09,0.0,0.0,0.9,0.890666324594791,1.0,0.01,0.37,0.01,0.99,0.02,0.01,0.35,0.38,0.23,0.59,0.0,0.0,0.23,0.38,0.39,0.51,0.64,0.35,0.63,0.24,0.23,0.22,0.23,0.25,0.48,0.2,0.51,0.02,0.32,0.3,0.45,0.16,0.34,0.37,0.78,0.35,0.71,0.25,0.51,0.25,0.47,0.5,0.4,0.65,0.68,0.76,0.59,0.27,0.42,0.0,0.06,0.0,0.18,0.13,0.11,0.09,0.02,0.01,0.01,0.01,0.95,0.01,0.13,0.13,0.38,0.41,0.32,0.66,0.03,0.4,0.5,0.02,0.82,0.64,0.3,0.61,0.27,0.33,0.32,0.07,0.06,0.07,0.13,0.14,0.13,0.17,0.42,0.27,0.26,0.0,0.0,0.04,0.82,0.63,0.82,0.82,0.04,0.09,0.0,0.0,0.8906663245947914,0.0
0.4499999999999999,0.5,1.0,0.01,0.27,0.43,0.64,0.08,0.01,0.36,0.33,0.22,0.74,0.0,0.0,0.12,0.1,0.11,0.39,0.84,0.48,0.82,0.21,0.25,0.27,0.16,0.28,1.0,0.0,0.86,0.03,0.57,0.46,0.49,0.3,0.54,0.13,0.05,0.77,0.18,0.57,0.61,0.33,0.58,0.63,0.35,0.41,0.44,0.42,0.55,0.23,0.4,0.01,0.29,0.0,0.1,0.1,0.13,0.14,0.01,0.01,0.01,0.01,0.94,0.03,0.16,0.13,0.26,0.26,0.3,0.53,0.07,0.53,0.5,0.06,0.5,0.54,0.3,0.85,0.29,0.48,0.22,0.07,0.07,0.09,0.1,0.14,0.16,0.15,0.62,0.36,0.26,0.01,0.0,0.05,0.82,0.68,0.79,0.78,0.02,0.17,0.0,0.0,0.51,0.634093204445838,1.0,0.01,0.27,0.43,0.64,0.08,0.01,0.36,0.33,0.22,0.74,0.0,0.0,0.12,0.1,0.11,0.39,0.84,0.48,0.82,0.21,0.25,0.27,0.16,0.28,1.0,0.0,0.86,0.03,0.57,0.46,0.49,0.3,0.54,0.13,0.05,0.77,0.18,0.57,0.61,0.33,0.58,0.63,0.35,0.41,0.44,0.42,0.55,0.23,0.4,0.01,0.29,0.0,0.1,0.1,0.13,0.14,0.01,0.01,0.01,0.01,0.94,0.03,0.16,0.13,0.26,0.26,0.3,0.53,0.07,0.53,0.5,0.06,0.5,0.54,0.3,0.85,0.29,0.48,0.22,0.07,0.07,0.09,0.1,0.14,0.16,0.15,0.62,0.36,0.26,0.01,0.0,0.05,0.82,0.68,0.79,0.78,0.02,0.17,0.0,0.0,0.6340932044458384,0.0
0.4499999999999999,0.5,1.0,0.0,0.5,0.01,0.98,0.02,0.02,0.31,0.4,0.23,0.25,0.0,0.0,0.6,0.83,0.25,0.63,0.26,0.12,0.31,0.58,0.48,0.46,0.41,0.08,0.39,0.38,0.41,0.0,0.01,0.18,0.27,0.44,0.22,0.81,0.52,0.47,0.27,0.57,0.41,0.35,0.38,0.4,0.47,0.83,0.83,0.79,0.81,0.7,0.82,0.0,0.04,0.0,0.22,0.16,0.19,0.16,0.04,0.02,0.03,0.02,0.94,0.02,0.14,0.15,0.51,0.55,0.29,0.81,0.04,0.38,0.5,0.02,0.57,0.77,0.04,0.74,0.48,0.07,0.23,0.43,0.42,0.39,0.43,0.49,0.6,0.54,0.28,0.63,0.35,0.0,0.0,0.07,0.71,0.68,0.64,0.78,0.1,0.02,0.08,0.0,0.98,0.9600132019176504,1.0,0.0,0.5,0.01,0.98,0.02,0.02,0.31,0.4,0.23,0.25,0.0,0.0,0.6,0.83,0.25,0.63,0.26,0.12,0.31,0.58,0.48,0.46,0.41,0.08,0.39,0.38,0.41,0.0,0.01,0.18,0.27,0.44,0.22,0.81,0.52,0.47,0.27,0.57,0.41,0.35,0.38,0.4,0.47,0.83,0.83,0.79,0.81,0.7,0.82,0.0,0.04,0.0,0.22,0.16,0.19,0.16,0.04,0.02,0.03,0.02,0.94,0.02,0.14,0.15,0.51,0.55,0.29,0.81,0.04,0.38,0.5,0.02,0.57,0.77,0.04,0.74,0.48,0.07,0.23,0.43,0.42,0.39,0.43,0.49,0.6,0.54,0.28,0.63,0.35,0.0,0.0,0.07,0.71,0.68,0.64,0.78,0.1,0.02,0.08,0.0,0.9600132019176502,0.0
0.4499999999999999,0.5,1.0,0.01,0.3,0.0,0.99,0.02,0.01,0.38,0.37,0.27,0.74,0.0,0.0,0.16,0.24,0.24,0.41,0.73,0.53,0.49,0.21,0.25,0.24,0.0,0.12,0.29,0.0,0.04,0.02,0.45,0.62,0.61,0.26,0.24,0.27,0.45,0.37,0.5,0.42,0.54,0.22,0.54,0.57,0.28,0.63,0.63,0.75,0.6,0.35,0.54,0.0,0.05,0.0,1.0,0.81,0.87,0.74,0.02,0.01,0.02,0.01,0.98,0.02,0.06,0.06,0.27,0.33,0.23,0.53,0.05,0.46,0.5,0.01,0.8,0.5,0.1,0.38,0.54,0.37,0.07,0.1,0.1,0.11,0.06,0.09,0.11,0.12,0.58,0.25,0.28,0.0,0.0,0.0,0.82,0.54,0.72,0.76,0.04,0.07,0.01,0.0,0.84,0.8889996902804006,1.0,0.01,0.3,0.0,0.99,0.02,0.01,0.38,0.37,0.27,0.74,0.0,0.0,0.16,0.24,0.24,0.41,0.73,0.53,0.49,0.21,0.25,0.24,0.0,0.12,0.29,0.0,0.04,0.02,0.45,0.62,0.61,0.26,0.24,0.27,0.45,0.37,0.5,0.42,0.54,0.22,0.54,0.57,0.28,0.63,0.63,0.75,0.6,0.35,0.54,0.0,0.05,0.0,1.0,0.81,0.87,0.74,0.02,0.01,0.02,0.01,0.98,0.02,0.06,0.06,0.27,0.33,0.23,0.53,0.05,0.46,0.5,0.01,0.8,0.5,0.1,0.38,0.54,0.37,0.07,0.1,0.1,0.11,0.06,0.09,0.11,0.12,0.58,0.25,0.28,0.0,0.0,0.0,0.82,0.54,0.72,0.76,0.04,0.07,0.01,0.0,0.8889996902804007,0.0
0.4499999999999999,0.5,1.0,0.29,0.34,0.14,0.84,0.14,0.04,0.4,0.52,0.35,0.42,0.31,1.0,0.25,0.57,0.32,0.47,0.49,0.34,0.47,0.28,0.29,0.3,0.22,0.15,0.16,0.29,0.31,0.22,0.33,0.19,0.31,0.29,0.28,0.6,0.28,0.4,0.39,0.34,0.63,0.44,0.62,0.65,0.41,0.51,0.53,0.54,0.55,0.7,0.74,0.12,0.29,0.04,0.34,0.38,0.45,0.52,0.07,0.07,0.08,0.08,0.91,0.07,0.2,0.17,0.33,0.4,0.25,0.58,0.12,0.63,0.0,0.26,0.78,0.54,0.84,0.51,0.29,0.24,0.25,0.08,0.07,0.07,0.25,0.27,0.28,0.27,0.53,0.39,0.49,0.18,0.04,0.09,0.78,0.53,0.72,0.74,0.22,0.21,0.2,0.0,0.81,0.7016422190259803,1.0,0.29,0.34,0.14,0.84,0.14,0.04,0.4,0.52,0.35,0.42,0.31,1.0,0.25,0.57,0.32,0.47,0.49,0.34,0.47,0.28,0.29,0.3,0.22,0.15,0.16,0.29,0.31,0.22,0.33,0.19,0.31,0.29,0.28,0.6,0.28,0.4,0.39,0.34,0.63,0.44,0.62,0.65,0.41,0.51,0.53,0.54,0.55,0.7,0.74,0.12,0.29,0.04,0.34,0.38,0.45,0.52,0.07,0.07,0.08,0.08,0.91,0.07,0.2,0.17,0.33,0.4,0.25,0.58,0.12,0.63,0.0,0.26,0.78,0.54,0.84,0.51,0.29,0.24,0.25,0.08,0.07,0.07,0.25,0.27,0.28,0.27,0.53,0.39,0.49,0.18,0.04,0.09,0.78,0.53,0.72,0.74,0.22,0.21,0.2,0.0,0.7016422190259805,0.0
0.4499999999999999,0.5,1.0,0.04,0.37,0.32,0.7,0.21,0.02,1.0,1.0,1.0,0.14,0.05,1.0,0.02,0.77,0.57,0.47,0.13,0.11,0.16,0.32,0.17,0.19,0.16,0.07,0.21,0.14,0.22,0.11,1.0,0.18,0.18,0.82,0.42,0.23,0.19,1.0,0.25,0.67,0.09,1.0,0.16,0.13,0.38,0.55,0.53,0.59,0.54,0.68,0.69,0.03,0.69,0.01,1.0,0.91,0.86,0.8,0.29,0.23,0.2,0.17,0.9,0.05,0.14,0.07,0.25,0.41,0.22,0.24,0.14,0.71,0.0,0.06,0.66,0.21,0.07,0.24,0.77,0.27,0.1,0.16,0.16,0.18,0.18,0.21,0.26,0.21,1.0,0.16,0.24,0.0,0.0,0.12,0.49,0.12,0.0,0.15,0.09,0.09,0.01,0.0,0.85,0.7377420032922609,1.0,0.04,0.37,0.32,0.7,0.21,0.02,1.0,1.0,1.0,0.14,0.05,1.0,0.02,0.77,0.57,0.47,0.13,0.11,0.16,0.32,0.17,0.19,0.16,0.07,0.21,0.14,0.22,0.11,1.0,0.18,0.18,0.82,0.42,0.23,0.19,1.0,0.25,0.67,0.09,1.0,0.16,0.13,0.38,0.55,0.53,0.59,0.54,0.68,0.69,0.03,0.69,0.01,1.0,0.91,0.86,0.8,0.29,0.23,0.2,0.17,0.9,0.05,0.14,0.07,0.25,0.41,0.22,0.24,0.14,0.71,0.0,0.06,0.66,0.21,0.07,0.24,0.77,0.27,0.1,0.16,0.16,0.18,0.18,0.21,0.26,0.21,1.0,0.16,0.24,0.0,0.0,0.12,0.49,0.12,0.0,0.15,0.09,0.09,0.01,0.0,0.7377420032922608,0.0
0.4499999999999999,0.5,1.0,0.09,0.43,0.51,0.58,0.04,0.01,0.58,0.56,0.5,0.52,0.1,1.0,0.2,0.42,0.21,0.44,0.65,0.36,0.52,0.24,0.26,0.31,0.19,0.22,0.14,0.26,0.26,0.09,0.43,0.47,0.53,0.34,0.36,0.38,0.44,0.63,0.43,0.42,0.48,0.53,0.5,0.52,0.39,0.41,0.42,0.44,0.48,0.57,0.62,0.07,0.48,0.01,0.72,0.75,0.67,0.61,0.08,0.08,0.06,0.05,0.96,0.02,0.18,0.16,0.34,0.38,0.32,0.5,0.08,0.51,0.5,0.11,0.69,0.49,0.33,0.51,0.44,0.42,0.17,0.08,0.09,0.11,0.12,0.18,0.21,0.19,0.4,0.18,0.35,0.03,0.0,0.04,0.72,0.56,0.56,0.6,0.14,0.11,0.19,0.6,0.69,0.604352480193467,1.0,0.09,0.43,0.51,0.58,0.04,0.01,0.58,0.56,0.5,0.52,0.1,1.0,0.2,0.42,0.21,0.44,0.65,0.36,0.52,0.24,0.26,0.31,0.19,0.22,0.14,0.26,0.26,0.09,0.43,0.47,0.53,0.34,0.36,0.38,0.44,0.63,0.43,0.42,0.48,0.53,0.5,0.52,0.39,0.41,0.42,0.44,0.48,0.57,0.62,0.07,0.48,0.01,0.72,0.75,0.67,0.61,0.08,0.08,0.06,0.05,0.96,0.02,0.18,0.16,0.34,0.38,0.32,0.5,0.08,0.51,0.5,0.11,0.69,0.49,0.33,0.51,0.44,0.42,0.17,0.08,0.09,0.11,0.12,0.18,0.21,0.19,0.4,0.18,0.35,0.03,0.0,0.04,0.72,0.56,0.56,0.6,0.14,0.11,0.19,0.6,0.604352480193467,0.0
0.4499999999999999,0.5,1.0,0.03,0.36,0.06,0.6,1.0,0.11,0.31,0.46,0.26,0.2,0.04,1.0,0.8,0.84,0.33,0.72,0.14,0.08,0.31,0.78,0.8,0.85,0.64,0.49,0.5,0.64,0.82,0.01,0.06,0.05,0.05,0.77,0.16,0.81,0.28,0.3,0.09,0.73,0.52,0.47,0.54,0.54,0.41,0.79,0.82,0.92,0.74,0.67,0.62,0.0,0.07,0.04,0.44,0.48,0.5,0.52,0.7,0.66,0.63,0.6,0.56,0.22,0.17,0.15,0.4,0.51,0.28,0.57,0.14,0.53,0.5,0.03,0.84,0.52,0.01,0.1,0.75,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.38,0.82,0.22,0.0,0.0,0.67,0.38,0.38,0.45,0.46,0.01,0.63,0.22,0.0,0.92,0.9069851481814122,1.0,0.03,0.36,0.06,0.6,1.0,0.11,0.31,0.46,0.26,0.2,0.04,1.0,0.8,0.84,0.33,0.72,0.14,0.08,0.31,0.78,0.8,0.85,0.64,0.49,0.5,0.64,0.82,0.01,0.06,0.05,0.05,0.77,0.16,0.81,0.28,0.3,0.09,0.73,0.52,0.47,0.54,0.54,0.41,0.79,0.82,0.92,0.74,0.67,0.62,0.0,0.07,0.04,0.44,0.48,0.5,0.52,0.7,0.66,0.63,0.6,0.56,0.22,0.17,0.15,0.4,0.51,0.28,0.57,0.14,0.53,0.5,0.03,0.84,0.52,0.01,0.1,0.75,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.38,0.82,0.22,0.0,0.0,0.67,0.38,0.38,0.45,0.46,0.01,0.63,0.22,0.0,0.9069851481814118,0.0
0.4499999999999999,0.5,1.0,0.19,0.3,0.19,0.84,0.03,0.01,0.36,0.46,0.3,0.56,0.2,1.0,0.19,0.44,0.19,0.46,0.6,0.35,0.5,0.23,0.25,0.26,0.2,0.13,0.31,0.25,0.35,0.16,0.38,0.38,0.48,0.22,0.45,0.43,0.46,0.43,0.53,0.31,0.69,0.37,0.67,0.71,0.36,0.47,0.49,0.49,0.45,0.64,0.66,0.09,0.32,0.01,0.44,0.42,0.55,0.5,0.03,0.02,0.03,0.02,0.96,0.04,0.14,0.12,0.29,0.35,0.24,0.53,0.09,0.67,0.0,0.28,0.63,0.5,0.37,0.56,0.27,0.4,0.13,0.06,0.06,0.06,0.16,0.17,0.19,0.18,0.46,0.24,0.37,0.05,0.01,0.02,0.71,0.58,0.78,0.75,0.12,0.26,0.09,0.34,0.76,0.6860616643548519,1.0,0.19,0.3,0.19,0.84,0.03,0.01,0.36,0.46,0.3,0.56,0.2,1.0,0.19,0.44,0.19,0.46,0.6,0.35,0.5,0.23,0.25,0.26,0.2,0.13,0.31,0.25,0.35,0.16,0.38,0.38,0.48,0.22,0.45,0.43,0.46,0.43,0.53,0.31,0.69,0.37,0.67,0.71,0.36,0.47,0.49,0.49,0.45,0.64,0.66,0.09,0.32,0.01,0.44,0.42,0.55,0.5,0.03,0.02,0.03,0.02,0.96,0.04,0.14,0.12,0.29,0.35,0.24,0.53,0.09,0.67,0.0,0.28,0.63,0.5,0.37,0.56,0.27,0.4,0.13,0.06,0.06,0.06,0.16,0.17,0.19,0.18,0.46,0.24,0.37,0.05,0.01,0.02,0.71,0.58,0.78,0.75,0.12,0.26,0.09,0.34,0.686061664354852,0.0
0.4499999999999999,0.5,1.0,0.03,0.56,0.06,0.74,0.44,0.34,0.45,0.43,0.3,0.39,0.05,1.0,0.58,0.6,0.25,0.53,0.45,0.22,0.51,0.58,0.46,0.47,0.4,0.23,0.39,0.37,0.5,0.01,0.1,0.16,0.25,0.43,0.2,0.59,0.36,0.49,0.27,0.57,0.36,0.37,0.41,0.4,0.58,0.78,0.77,0.83,0.7,0.59,0.61,0.01,0.11,0.02,0.16,0.22,0.3,0.36,0.14,0.16,0.2,0.22,0.68,0.15,0.33,0.33,0.58,0.58,0.53,0.72,0.23,0.44,0.5,0.02,0.89,0.71,0.23,0.29,0.71,0.05,0.11,0.64,0.69,0.71,0.58,0.6,0.66,0.6,0.56,0.78,0.32,0.0,0.0,0.35,0.53,0.52,0.82,0.83,0.02,0.33,0.1,0.0,0.89,0.7918417725920941,1.0,0.03,0.56,0.06,0.74,0.44,0.34,0.45,0.43,0.3,0.39,0.05,1.0,0.58,0.6,0.25,0.53,0.45,0.22,0.51,0.58,0.46,0.47,0.4,0.23,0.39,0.37,0.5,0.01,0.1,0.16,0.25,0.43,0.2,0.59,0.36,0.49,0.27,0.57,0.36,0.37,0.41,0.4,0.58,0.78,0.77,0.83,0.7,0.59,0.61,0.01,0.11,0.02,0.16,0.22,0.3,0.36,0.14,0.16,0.2,0.22,0.68,0.15,0.33,0.33,0.58,0.58,0.53,0.72,0.23,0.44,0.5,0.02,0.89,0.71,0.23,0.29,0.71,0.05,0.11,0.64,0.69,0.71,0.58,0.6,0.66,0.6,0.56,0.78,0.32,0.0,0.0,0.35,0.53,0.52,0.82,0.83,0.02,0.33,0.1,0.0,0.7918417725920935,0.0
0.4499999999999999,0.5,1.0,0.01,0.52,0.01,0.69,0.03,0.58,0.36,0.39,0.26,0.87,0.0,0.0,0.18,0.09,0.49,0.53,0.93,0.41,0.75,0.17,0.14,0.17,0.17,0.07,0.37,0.16,0.18,0.03,0.59,0.69,0.64,0.12,0.34,0.19,0.58,0.26,0.67,0.24,0.3,0.28,0.31,0.32,0.58,0.62,0.59,0.58,0.5,0.21,0.34,0.01,0.3,0.02,0.66,0.75,0.71,0.71,0.87,0.88,0.75,0.69,0.38,0.79,0.73,0.64,0.51,0.32,0.87,0.5,0.54,0.74,0.0,0.01,0.92,0.62,0.17,0.38,0.65,0.38,0.3,0.1,0.08,0.07,0.25,0.26,0.25,0.26,0.56,0.55,0.32,0.01,0.0,0.56,0.37,0.46,0.53,0.52,0.01,0.27,0.04,0.0,0.78,0.8421409180898406,1.0,0.01,0.52,0.01,0.69,0.03,0.58,0.36,0.39,0.26,0.87,0.0,0.0,0.18,0.09,0.49,0.53,0.93,0.41,0.75,0.17,0.14,0.17,0.17,0.07,0.37,0.16,0.18,0.03,0.59,0.69,0.64,0.12,0.34,0.19,0.58,0.26,0.67,0.24,0.3,0.28,0.31,0.32,0.58,0.62,0.59,0.58,0.5,0.21,0.34,0.01,0.3,0.02,0.66,0.75,0.71,0.71,0.87,0.88,0.75,0.69,0.38,0.79,0.73,0.64,0.51,0.32,0.87,0.5,0.54,0.74,0.0,0.01,0.92,0.62,0.17,0.38,0.65,0.38,0.3,0.1,0.08,0.07,0.25,0.26,0.25,0.26,0.56,0.55,0.32,0.01,0.0,0.56,0.37,0.46,0.53,0.52,0.01,0.27,0.04,0.0,0.8421409180898414,0.0
