alpha,tau,x0_0,x0_1,x0_2,x0_3,x0_4,x0_5,x0_6,x0_7,x0_8,x0_9,x0_10,x0_11,x0_12,x0_13,x0_14,y0,val_x0,xopt_0,xopt_1,xopt_2,xopt_3,xopt_4,xopt_5,xopt_6,xopt_7,xopt_8,xopt_9,xopt_10,xopt_11,xopt_12,xopt_13,xopt_14,val_xopt,objective_value
0.5,7.48324441607385,1.0,0.43478260869565216,0.24999999999999994,0.24489795918367346,0.16216216216216214,0.9979726305119108,0.16262975778546723,0.18465909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,339,5.4455181929854035,1.0,1.0,0.4925194724377009,0.0,0.16216216216216195,0.9979726305119108,1.0,0.18465909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.8900050651402551
0.5,7.48324441607385,1.0,0.4782608695652174,0.3024475524475524,0.21428571428571427,0.17567567567567566,0.9675620881905727,0.17993079584775096,0.26704545454545453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,360,5.579232802063771,1.0,1.0,0.5114493051283484,0.0,0.17567567567567566,0.9675620881905728,1.0,0.26704545454545453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.7650958015535418
0.5,7.48324441607385,1.0,0.5217391304347826,0.3409090909090909,0.2346938775510204,0.18918918918918914,1.0,0.2318339100346022,0.31534090909090917,0.0,0.0,0.0,1.0,0.0,0.0,1.0,449,5.673131145971695,1.0,1.0,0.5240410994243102,0.0,0.18918918918918914,1.0,1.0,0.31534090909090917,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.664252845596855
0.5,7.48324441607385,1.0,0.5652173913043478,0.3531468531468531,0.25510204081632654,0.2162162162162162,1.0,0.25951557093425615,0.32954545454545453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,451,5.7301795985858845,1.0,1.0,0.5233117627683843,0.0,0.216216216216216,1.0,1.0,0.32954545454545453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.600533988199254
0.5,7.48324441607385,1.0,0.6086956521739131,0.3636363636363636,0.26530612244897955,0.27027027027027023,1.0,0.27681660899653987,0.28693181818181823,0.0,0.0,0.0,1.0,0.0,0.0,1.0,447,5.805131656934872,1.0,1.0,0.5022482977318004,0.0,0.27027027027027006,1.0,1.0,0.28693181818181823,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.5184057953739636
0.5,7.48324441607385,1.0,0.6521739130434783,0.34790209790209786,0.36734693877551017,0.4324324324324324,1.0,0.33217993079584784,0.15340909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,463,5.8070755207516385,1.0,1.0,0.43748951928406943,0.0,0.43243243243243235,1.0,1.0,0.15340909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073852,1.4725805163181556
0.5,7.48324441607385,1.0,0.6956521739130435,0.33216783216783213,0.5510204081632653,0.5675675675675675,0.3882412569690826,0.4083044982698963,0.06818181818181819,0.0,0.0,0.0,1.0,0.0,0.0,1.0,484,5.726936283925983,1.0,1.0,0.3608072958934543,0.0,0.5675675675675675,0.3882412569690826,1.0,0.06818181818181819,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.4757031997059478
0.5,7.48324441607385,1.0,0.7391304347826086,0.3251748251748251,0.5918367346938775,0.2162162162162162,1.0,0.4169550173010382,0.02272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,555,5.655938851385265,1.0,1.0,0.43861906251754,0.0,0.216216216216216,1.0,1.0,0.02272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.5491955199529457
0.5,7.48324441607385,1.0,0.7826086956521738,0.3216783216783216,0.673469387755102,0.18918918918918914,1.0,0.4429065743944638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,862,5.613384688503594,1.0,1.0,0.43699582416649796,0.0,0.18918918918918914,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.5632716201966406
0.5,7.48324441607385,1.0,0.8260869565217391,0.31118881118881114,0.7857142857142857,0.2297297297297297,1.0,0.4688581314878894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,600,5.526624064576037,1.0,1.0,0.4300203816651895,0.0,0.2297297297297295,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.6096007681810356
0.5,7.48324441607385,1.0,0.8695652173913043,0.3059440559440559,0.8061224489795917,0.2027027027027027,0.9559047136340597,0.4688581314878894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,426,5.536762960127071,1.0,1.0,0.43251513826213295,0.0,0.2027027027027024,0.9559047136340598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.5942701824184748
0.5,7.48324441607385,1.0,0.9130434782608695,0.2972027972027972,0.8265306122448979,0.1081081081081081,0.8413583375570197,0.467128027681661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,405,5.53561596325396,1.0,1.0,0.4431917261756698,0.0,0.10810810810810789,0.8413583375570197,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.59234803527524
0.5,7.48324441607385,1.0,0.9565217391304348,0.2954545454545454,0.846938775510204,0.2027027027027027,0.6857577293461733,0.47058823529411775,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,398,5.573569515268435,1.0,1.0,0.41930936850013273,0.0,0.2027027027027024,0.6857577293461733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.5436836241312388
0.5,7.48324441607385,1.0,1.0,0.28846153846153844,0.8571428571428571,0.13513513513513511,0.6274708565636087,0.467128027681661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,323,5.587762414201947,1.0,1.0,0.4280858311005685,0.0,0.13513513513513487,0.6274708565636087,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.5296391221002263
0.5,7.48324441607385,1.0,0.0,0.2797202797202797,0.8877551020408162,0.14864864864864863,0.4901165737455651,0.467128027681661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,328,4.511121578917063,1.0,1.0,0.41904630535341175,0.0,0.14864864864864846,0.4901165737455651,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073852,2.5599530999922875
0.5,7.48324441607385,1.0,0.043478260869565216,0.2727272727272727,0.8775510204081632,0.08108108108108107,0.4880892042574759,0.45674740484429077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,308,4.5441301482355385,1.0,1.0,0.4305729376416188,0.0,0.08108108108108081,0.48808920425747593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.5351710196086534
0.5,7.48324441607385,1.0,0.08695652173913043,0.26048951048951047,0.8775510204081632,0.2027027027027027,0.622909275215408,0.44463667820069214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,262,4.577539446690064,1.0,1.0,0.41623710686694704,0.0,0.2027027027027024,0.622909275215408,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.5017054168457773
0.5,7.48324441607385,1.0,0.13043478260869565,0.24999999999999994,0.8265306122448979,0.29729729729729726,0.6051697921946274,0.4221453287197233,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,167,4.674746959025427,1.0,1.0,0.3990939037416237,0.0,0.29729729729729726,0.6051697921946275,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073845,2.4230444046581026
0.5,7.48324441607385,1.0,0.17391304347826086,0.24475524475524474,0.8061224489795917,0.27027027027027023,0.5778003041054232,0.4100346020761247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,89,4.728175130880462,1.0,1.0,0.40240627835385057,0.0,0.27027027027027006,0.5778003041054233,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.379825837023812
0.5,7.48324441607385,1.0,0.21739130434782608,0.24125874125874122,0.8061224489795917,0.2027027027027027,0.5955397871262037,0.40657439446366794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,79,4.756486566388407,1.0,1.0,0.4148991864783016,0.0,0.2027027027027024,0.5955397871262037,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.355797195387658
0.5,7.48324441607385,1.0,0.2608695652173913,0.236013986013986,0.836734693877551,0.28378378378378377,0.5833755701976685,0.4100346020761247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,70,4.7698202388774895,1.0,1.0,0.40035367019184215,0.0,0.28378378378378377,0.5833755701976685,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.3301702107618913
0.5,7.48324441607385,1.0,0.30434782608695654,0.23426573426573422,0.8265306122448979,0.3378378378378378,0.633046122655854,0.40657439446366794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,146,4.8294130604524845,1.0,1.0,0.39348115793245414,0.0,0.3378378378378376,0.633046122655854,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.2748238153609934
0.5,7.48324441607385,1.0,0.34782608695652173,0.2377622377622377,0.8061224489795917,0.28378378378378377,0.7141409021794222,0.40311418685121114,0.0028409090909090914,0.0,0.0,0.0,1.0,0.0,0.0,1.0,219,4.890689450031271,1.0,1.0,0.4075301481621374,0.0,0.28378378378378377,0.7141409021794222,1.0,0.0028409090909090914,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073845,2.2249500855717583
0.5,7.48324441607385,1.0,0.3913043478260869,0.26048951048951047,0.6938775510204082,0.2162162162162162,0.7399898631525595,0.39273356401384096,0.08522727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,328,5.071170894729178,1.0,1.0,0.4431610355431731,0.0,0.216216216216216,0.7399898631525595,1.0,0.08522727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.0925111642341427
0.5,7.48324441607385,1.0,0.43478260869565216,0.30419580419580416,0.5816326530612245,0.2162162162162162,0.64977192093259,0.3944636678200693,0.2272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,334,5.282433717811408,1.0,1.0,0.4779604369708068,0.0,0.216216216216216,0.64977192093259,1.0,0.2272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.9261510093205056
0.5,7.48324441607385,1.0,0.4782608695652174,0.3444055944055944,0.49999999999999994,0.2432432432432432,0.6989356310187531,0.39619377162629765,0.2840909090909091,0.0,0.0,0.0,1.0,0.0,0.0,1.0,388,5.4651833100786185,1.0,1.0,0.4913972767885836,0.0,0.2432432432432432,0.6989356310187532,1.0,0.2840909090909091,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.772537041191474
0.5,7.48324441607385,1.0,0.5217391304347826,0.3863636363636363,0.4183673469387755,0.17567567567567566,0.8307146477445514,0.3944636678200693,0.30965909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,479,5.636154632270824,1.0,1.0,0.5165225782199608,0.0,0.17567567567567566,0.8307146477445514,1.0,0.30965909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.6323234905402482
0.5,7.48324441607385,1.0,0.5652173913043478,0.41608391608391604,0.36734693877551017,0.2432432432432432,0.8884946781550938,0.39273356401384096,0.31818181818181823,0.0,0.0,0.0,1.0,0.0,0.0,1.0,606,5.779795452312161,1.0,1.0,0.5100739143229993,0.0,0.2432432432432432,0.8884946781550938,1.0,0.31818181818181823,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.5033859816964048
0.5,7.48324441607385,1.0,0.6086956521739131,0.43881118881118875,0.3571428571428571,0.17567567567567566,0.9771920932589964,0.40657439446366794,0.28125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,611,5.867817198824461,1.0,1.0,0.5158410132396702,0.0,0.17567567567567566,0.9771920932589965,1.0,0.28125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073845,1.4189026349337577
0.5,7.48324441607385,1.0,0.6521739130434783,0.44405594405594395,0.4183673469387755,0.31081081081081074,0.9761784085149517,0.44636678200692054,0.21022727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,589,5.909223638204775,1.0,1.0,0.4729351939035894,0.0,0.31081081081081074,0.9761784085149519,1.0,0.21022727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.3487059017360221
0.5,7.48324441607385,1.0,0.6956521739130435,0.423076923076923,0.4897959183673469,0.3513513513513513,0.9721236695387734,0.46366782006920426,0.0625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,618,5.894717915733509,1.0,1.0,0.4249835741868898,0.0,0.3513513513513513,0.9721236695387735,1.0,0.0625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.332382575495066
0.5,7.48324441607385,1.0,0.7391304347826086,0.41608391608391604,0.520408163265306,0.3378378378378378,0.9447541814495691,0.47231833910034615,0.017045454545454548,0.0,0.0,0.0,1.0,0.0,0.0,1.0,572,5.909915239333827,1.0,0.9565217391304348,0.469304889432967,0.0,0.3378378378378376,0.9447541814495691,1.0,0.017045454545454548,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.3187021018618368
0.5,7.48324441607385,1.0,0.7826086956521738,0.4073426573426573,0.5408163265306122,0.2027027027027027,0.8464267612772427,0.47231833910034615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,489,5.9081946528456335,1.0,1.0,0.42716345670755124,0.0,0.2027027027027024,0.8464267612772428,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.305710091142986
0.5,7.48324441607385,1.0,0.8260869565217391,0.39860139860139854,0.5306122448979591,0.31081081081081074,0.8307146477445514,0.4602076124567475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,385,5.962761732697501,1.0,1.0,0.40779421129576565,0.0,0.31081081081081074,0.8307146477445514,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.2535104886138395
0.5,7.48324441607385,1.0,0.8695652173913043,0.39160839160839156,0.520408163265306,0.16216216216216214,0.789660415610745,0.4498269896193773,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,359,5.986081644645559,1.0,1.0,0.43136395321759513,0.0,0.16216216216216195,0.7896604156107451,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.2407715178638279
0.5,7.48324441607385,1.0,0.9130434782608695,0.3828671328671328,0.5612244897959183,0.16216216216216214,0.7202230106436898,0.45847750865051917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,377,5.979007906753381,1.0,1.0,0.4279695996389946,0.0,0.16216216216216195,0.7202230106436898,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.2348059696563913
0.5,7.48324441607385,1.0,0.9565217391304348,0.37237762237762234,0.5510204081632653,0.2027027027027027,0.7192093258996451,0.44463667820069214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,354,6.020346901514785,1.0,1.0,0.4209446045306993,0.0,0.2027027027027024,0.7192093258996453,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.1984289729852153
0.5,7.48324441607385,1.0,1.0,0.38111888111888104,0.5714285714285714,0.13513513513513511,0.6715661429295489,0.4602076124567475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,366,6.053281576004281,1.0,1.0,0.4302413695044973,0.0,0.13513513513513487,0.6715661429295489,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,1.16034344735744
0.5,7.48324441607385,1.0,0.0,0.38111888111888104,0.5918367346938775,0.18918918918918914,0.6431829700963,0.4688581314878894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,342,5.008748268395578,1.0,1.0,0.4195533065071204,0.0,0.18918918918918914,0.6431829700963001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.1614130285942275
0.5,7.48324441607385,1.0,0.043478260869565216,0.3793706293706293,0.7040816326530611,0.2297297297297297,0.2321338063862139,0.508650519031142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,227,4.960310780977846,1.0,1.0,0.3924842818726371,0.0,0.2297297297297295,0.2321338063862139,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.483244416073848,2.165066505254362
0.44999999999999996,7.48324441607385,1.0,0.0,0.22027972027972026,0.37755102040816324,0.29729729729729726,1.0,0.22491349480968864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,254,4.913902611215402,1.0,1.0,0.42036741675807276,0.0,0.29729729906463226,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484831507885765,2.3527252111143397
0.44999999999999996,7.48324441607385,1.0,0.043478260869565216,0.215034965034965,0.3877551020408163,0.1081081081081081,1.0,0.22491349480968864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,204,4.914155942365127,1.0,1.0,0.45283994325549864,0.0,0.10810810848025036,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484767519123096,2.3571683225611233
0.44999999999999996,7.48324441607385,1.0,0.08695652173913043,0.20629370629370625,0.39795918367346933,0.13513513513513511,1.0,0.2231833910034603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,173,4.939634871324088,1.0,1.0,0.4482009471809869,0.0,0.13513513536327815,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484776609066593,2.3297265105779066
0.44999999999999996,7.48324441607385,1.0,0.13043478260869565,0.20279720279720276,0.4081632653061224,0.1216216216216216,1.0,0.22491349480968864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,107,4.967502857201357,1.0,1.0,0.4505204533257558,0.0,0.12162162195633316,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484772070622103,2.3005382365977285
0.44999999999999996,7.48324441607385,1.0,0.17391304347826086,0.20629370629370625,0.36734693877551017,0.31081081081081074,1.0,0.20761245674740492,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,78,5.079735095275701,1.0,1.0,0.41804789686208566,0.0,0.31081081234751234,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484836035250254,2.1975756204031827
0.44999999999999996,7.48324441607385,1.0,0.21739130434782608,0.19930069930069927,0.37755102040816324,0.2027027027027027,1.0,0.20588235294117657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100,5.0879147245665415,1.0,1.0,0.4366035396471129,0.0,0.20270270575241886,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484799400859433,2.1915801869384963
0.44999999999999996,7.48324441607385,1.0,0.2608695652173913,0.19580419580419578,0.3571428571428571,0.17567567567567566,1.0,0.1920415224913496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,181,5.13978231151151,1.0,1.0,0.4412438825057301,0.0,0.1756756819674801,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484791394829873,2.1496714213902797
0.44999999999999996,7.48324441607385,1.0,0.30434782608695654,0.1818181818181818,0.3877551020408163,0.1216216216216216,1.0,0.19550173010380628,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,460,5.126899514668313,1.0,1.0,0.4505204386934823,0.0,0.12162162273104088,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484772058957709,2.156607796657757
0.44999999999999996,7.48324441607385,1.0,0.34782608695652173,0.1783216783216783,0.37755102040816324,0.14864864864864863,1.0,0.18685121107266445,0.0028409090909090914,0.0,0.0,0.0,1.0,0.0,0.0,1.0,930,5.176995134355423,1.0,1.0,0.446664778266082,0.0,0.14864864985211196,1.0,1.0,0.0028409070795761505,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.4847804607129405,2.1112168157835303
0.44999999999999996,7.48324441607385,1.0,0.3913043478260869,0.19755244755244752,0.2755102040816326,0.06756756756756756,0.9635073492143943,0.14186851211072676,0.0653409090909091,0.0,0.0,0.0,1.0,0.0,0.0,1.0,490,5.307551539983159,1.0,1.0,0.4760159684554355,0.0,0.06756756853972586,0.9635073492143943,1.0,0.06534090743574084,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484725740516083,2.02080085915332
0.44999999999999996,7.48324441607385,1.0,0.43478260869565216,0.24999999999999994,0.24489795918367346,0.16216216216216214,0.9979726305119108,0.16262975778546723,0.18465909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,339,5.4455181929854035,1.0,1.0,0.4943213074275293,0.0,0.16216216523826402,0.9979726305119108,1.0,0.18465908526388497,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.48469399036248,1.8918068664792598
0.44999999999999996,7.48324441607385,1.0,0.4782608695652174,0.3024475524475524,0.21428571428571427,0.17567567567567566,0.9675620881905727,0.17993079584775096,0.26704545454545453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,360,5.579232802063771,1.0,1.0,0.513210028130199,0.0,0.1756756761050706,0.9675620881905728,1.0,0.26704545382865835,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484660914390393,1.7668565221948707
0.44999999999999996,7.48324441607385,1.0,0.5217391304347826,0.3409090909090909,0.2346938775510204,0.18918918918918914,1.0,0.2318339100346022,0.31534090909090917,0.0,0.0,0.0,1.0,0.0,0.0,1.0,449,5.673131145971695,1.0,1.0,0.5257728186351518,0.0,0.18918918947182597,1.0,1.0,0.31534090861808717,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484637580824625,1.6659845632793884
0.44999999999999996,7.48324441607385,1.0,0.5652173913043478,0.3531468531468531,0.25510204081632654,0.2162162162162162,1.0,0.25951557093425615,0.32954545454545453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,451,5.7301795985858845,1.0,1.0,0.5250459200121719,0.0,0.2162162164948417,1.0,1.0,0.32954545407940605,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484639542215149,1.6022681439019029
0.44999999999999996,7.48324441607385,1.0,0.6086956521739131,0.3636363636363636,0.26530612244897955,0.27027027027027023,1.0,0.27681660899653987,0.28693181818181823,0.0,0.0,0.0,1.0,0.0,0.0,1.0,447,5.805131656934872,1.0,1.0,0.5040315870528335,0.0,0.2702702714738219,1.0,1.0,0.28693181617317653,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484679069342629,1.5201890781592464
0.44999999999999996,7.48324441607385,1.0,0.6521739130434783,0.34790209790209786,0.36734693877551017,0.4324324324324324,1.0,0.33217993079584784,0.15340909090909094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,463,5.8070755207516385,1.0,1.0,0.4394239664299773,0.0,0.4324324343544458,1.0,1.0,0.15340908770174436,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.484800675873014,1.474514953051869
