alpha,tau,x0_0,x0_1,x0_2,x0_3,x0_4,x0_5,x0_6,x0_7,x0_8,x0_9,x0_10,x0_11,x0_12,x0_13,x0_14,x0_15,x0_16,x0_17,x0_18,x0_19,x0_20,x0_21,x0_22,x0_23,x0_24,x0_25,x0_26,x0_27,x0_28,x0_29,x0_30,x0_31,x0_32,x0_33,x0_34,x0_35,x0_36,x0_37,x0_38,x0_39,x0_40,x0_41,x0_42,x0_43,x0_44,x0_45,x0_46,x0_47,x0_48,x0_49,x0_50,x0_51,x0_52,x0_53,x0_54,x0_55,x0_56,x0_57,x0_58,x0_59,x0_60,x0_61,x0_62,x0_63,x0_64,x0_65,x0_66,x0_67,x0_68,x0_69,x0_70,x0_71,x0_72,x0_73,x0_74,x0_75,x0_76,x0_77,x0_78,x0_79,x0_80,x0_81,x0_82,x0_83,x0_84,x0_85,x0_86,x0_87,x0_88,x0_89,x0_90,x0_91,x0_92,x0_93,x0_94,x0_95,x0_96,x0_97,x0_98,x0_99,x0_100,y0,val_x0,xopt_0,xopt_1,xopt_2,xopt_3,xopt_4,xopt_5,xopt_6,xopt_7,xopt_8,xopt_9,xopt_10,xopt_11,xopt_12,xopt_13,xopt_14,xopt_15,xopt_16,xopt_17,xopt_18,xopt_19,xopt_20,xopt_21,xopt_22,xopt_23,xopt_24,xopt_25,xopt_26,xopt_27,xopt_28,xopt_29,xopt_30,xopt_31,xopt_32,xopt_33,xopt_34,xopt_35,xopt_36,xopt_37,xopt_38,xopt_39,xopt_40,xopt_41,xopt_42,xopt_43,xopt_44,xopt_45,xopt_46,xopt_47,xopt_48,xopt_49,xopt_50,xopt_51,xopt_52,xopt_53,xopt_54,xopt_55,xopt_56,xopt_57,xopt_58,xopt_59,xopt_60,xopt_61,xopt_62,xopt_63,xopt_64,xopt_65,xopt_66,xopt_67,xopt_68,xopt_69,xopt_70,xopt_71,xopt_72,xopt_73,xopt_74,xopt_75,xopt_76,xopt_77,xopt_78,xopt_79,xopt_80,xopt_81,xopt_82,xopt_83,xopt_84,xopt_85,xopt_86,xopt_87,xopt_88,xopt_89,xopt_90,xopt_91,xopt_92,xopt_93,xopt_94,xopt_95,xopt_96,xopt_97,xopt_98,xopt_99,xopt_100,val_xopt,objective_value
0.35,0.5,1.0,0.01,0.37,0.01,0.99,0.02,0.01,0.35,0.38,0.23,0.59,0.0,0.0,0.23,0.38,0.39,0.51,0.64,0.35,0.63,0.24,0.23,0.22,0.23,0.25,0.48,0.2,0.51,0.02,0.32,0.3,0.45,0.16,0.34,0.37,0.78,0.35,0.71,0.25,0.51,0.25,0.47,0.5,0.4,0.65,0.68,0.76,0.59,0.27,0.42,0.0,0.06,0.0,0.18,0.13,0.11,0.09,0.02,0.01,0.01,0.01,0.95,0.01,0.13,0.13,0.38,0.41,0.32,0.66,0.03,0.4,0.5,0.02,0.82,0.64,0.3,0.61,0.27,0.33,0.32,0.07,0.06,0.07,0.13,0.14,0.13,0.17,0.42,0.27,0.26,0.0,0.0,0.04,0.82,0.63,0.82,0.82,0.04,0.09,0.0,0.0,0.9,0.8906663245947914,1.0,0.010000000000090057,0.36999999999985467,0.010000000000176831,0.9899999999997183,0.019999999999944052,0.010000000000329435,0.35,0.37999999999982886,0.22999999999981285,0.5900000000001551,0.0,0.0,0.22999999999973772,0.37999999999980516,0.39000000000008106,0.5099999999998097,0.6400000000001559,0.35,0.629999999999836,0.24000000000033578,0.23000000000009618,0.2199999999996206,0.2299999999998872,0.25,0.48000000000005066,0.2,0.5100000000000944,0.020000000000086424,0.3199999999997967,0.3,0.45,0.1600000000000091,0.3399999999999231,0.3700000000002385,0.7799999999999834,0.35,0.7100000000001566,0.25,0.5100000000002043,0.25,0.47000000000010533,0.5,0.4,0.65,0.6799999999997287,0.7600000000000399,0.5900000000000192,0.2700000000000108,0.4199999999998185,0.0,0.0600000000000958,0.0,0.17999999999995703,0.12999999999996706,0.1099999999998607,0.08999999999996015,0.019999999999957916,0.0099999999998802,0.010000000000210632,0.010000000000020012,0.95,0.009999999999944942,0.1300000000000772,0.12999999999969303,0.3799999999986012,0.4099999999998016,0.3199999999997291,0.6599999999997758,0.03000000000020674,0.4,0.5,0.020000000000109503,0.8200000000000007,0.6399999999996339,0.3,0.6099999999998519,0.26999999999988705,0.32999999999993124,0.3199999999999098,0.06999999999978236,0.06000000000009732,0.07000000000002159,0.12999999999981957,0.13999999999984758,0.12999999999985629,0.17000000000048363,0.4200000000000801,0.2699999999998666,0.25999999999983253,0.0,0.0,0.040000000000141506,0.8200000000000914,0.630000000000009,0.8200000000001094,0.8200000000000895,0.0400000000000369,0.08999999999992829,0.0,0.0,0.8906663245940877,0.0
0.35,0.5,1.0,0.01,0.27,0.43,0.64,0.08,0.01,0.36,0.33,0.22,0.74,0.0,0.0,0.12,0.1,0.11,0.39,0.84,0.48,0.82,0.21,0.25,0.27,0.16,0.28,1.0,0.0,0.86,0.03,0.57,0.46,0.49,0.3,0.54,0.13,0.05,0.77,0.18,0.57,0.61,0.33,0.58,0.63,0.35,0.41,0.44,0.42,0.55,0.23,0.4,0.01,0.29,0.0,0.1,0.1,0.13,0.14,0.01,0.01,0.01,0.01,0.94,0.03,0.16,0.13,0.26,0.26,0.3,0.53,0.07,0.53,0.5,0.06,0.5,0.54,0.3,0.85,0.29,0.48,0.22,0.07,0.07,0.09,0.1,0.14,0.16,0.15,0.62,0.36,0.26,0.01,0.0,0.05,0.82,0.68,0.79,0.78,0.02,0.17,0.0,0.0,0.51,0.6340932044458384,1.0,0.010000000004222818,0.26999999999926316,0.4300000000031058,0.6399999999990008,0.07999999999990319,0.010000000001432603,0.36000000000185023,0.3299999999965682,0.21999999999764888,0.7399999999999182,0.0,0.0,0.11999999999623434,0.1,0.1100000000006408,0.38999999999702656,0.8400000000018532,0.47999999999947723,0.8199999999985322,0.21000000000546437,0.25,0.26999999999651453,0.15999999999943773,0.2799999999994487,1.0,0.0,0.8600000000010204,0.03000000000164287,0.5699999999974283,0.45999999999901453,0.4900000000002726,0.3,0.5400000000000637,0.1300000000037747,0.05,0.7699999999997232,0.18000000000082897,0.5700000000020121,0.6099999999987438,0.3300000000032844,0.580000000001414,0.630000000001945,0.35,0.4099999999998873,0.43999999999352923,0.4199999999993176,0.55,0.23000000000033294,0.4,0.00999999999783083,0.29000000000190507,0.0,0.1,0.1,0.12999999999892292,0.140000000000304,0.009999999999746623,0.00999999999691663,0.010000000011170792,0.009999999997799719,0.9399999999999045,0.029999999997751527,0.16000000000204684,0.12999999999627906,0.25999999979533917,0.25999999999825224,0.3,0.530000000008887,0.07000000000220065,0.5300000000018397,0.5,0.060000000002454805,0.5,0.5399999999965445,0.3,0.85,0.28999999999952064,0.4800000000000696,0.2199999999996767,0.069999999996321,0.07000000000217521,0.09000000000082693,0.1,0.13999999999967006,0.15999999999914097,0.15,0.620000000000768,0.35999999999940085,0.2599999999984666,0.010000000003093382,0.0,0.05,0.8200000000004938,0.6799999999998787,0.7900000000004705,0.7800000000000238,0.02000000000040823,0.16999999999976895,0.0,0.0,0.634093204561837,2.822665883647151e-10
0.35,0.5,1.0,0.0,0.5,0.01,0.98,0.02,0.02,0.31,0.4,0.23,0.25,0.0,0.0,0.6,0.83,0.25,0.63,0.26,0.12,0.31,0.58,0.48,0.46,0.41,0.08,0.39,0.38,0.41,0.0,0.01,0.18,0.27,0.44,0.22,0.81,0.52,0.47,0.27,0.57,0.41,0.35,0.38,0.4,0.47,0.83,0.83,0.79,0.81,0.7,0.82,0.0,0.04,0.0,0.22,0.16,0.19,0.16,0.04,0.02,0.03,0.02,0.94,0.02,0.14,0.15,0.51,0.55,0.29,0.81,0.04,0.38,0.5,0.02,0.57,0.77,0.04,0.74,0.48,0.07,0.23,0.43,0.42,0.39,0.43,0.49,0.6,0.54,0.28,0.63,0.35,0.0,0.0,0.07,0.71,0.68,0.64,0.78,0.1,0.02,0.08,0.0,0.98,0.9600132019176502,1.0,1.0276766545957022e-11,0.49999999999876316,0.009999999995730613,0.9799999999948051,0.02000000000739967,0.020000000004451138,0.3100000000020372,0.40000000000082286,0.22999999999843226,0.25000000000110717,1.3162026556695633e-11,7.668135435055723e-12,0.5999999999971305,0.8299999999982354,0.2500000000008153,0.6299999999976074,0.2600000000009884,0.12000000000046833,0.30999999999854844,0.5799999999996178,0.48000000000123294,0.46000000000509134,0.40999999999931813,0.08000000000098957,0.390000000000425,0.38000000000092227,0.4100000000007408,9.047170115857156e-12,0.010000000015816394,0.179999999999309,0.2700000000008712,0.4400000000008918,0.2199999999999454,0.8099999999973266,0.5199999999987409,0.4699999999995371,0.2700000000010835,0.570000000001876,0.40999999997510445,0.3500000000029717,0.3800000000012439,0.40000000005453623,0.4699999999966242,0.8300000000004493,0.8300000000043205,0.7899999999993584,0.810000000000016,0.7000000000010528,0.8199999999984044,8.938905692697744e-12,0.040000000003382205,1.5078222427778705e-11,0.22000000000037567,0.16000000000070916,0.18999999999920902,0.16000000000047643,0.04000000000362343,0.020000000015225224,0.03000000000617422,0.020000000014163646,0.9399999999978402,0.020000000010519565,0.14000000000182128,0.14999999999883556,0.5099999994867019,0.5500000000029128,0.2899999999986023,0.8100000005571425,0.04000000000424808,0.38000000000252787,0.500000000000796,0.020000000002611783,0.5699999999987125,0.769999999897924,0.040000000003082695,0.7399999999985408,0.47999999999907594,0.07000000000139968,0.22999999999966275,0.43000000000356836,0.4200000000002757,0.39000000000105794,0.42999999999999206,0.48999999999916527,0.5999999999984579,0.5399999999940366,0.2800000000005047,0.6299999999990765,0.3499999999986728,9.399367180345868e-12,1.0901041252067295e-11,0.07000000000275122,0.710000000000233,0.6799999999995959,0.6400000000005246,0.7800000000004911,0.10000000000096812,0.02000000000718655,0.08000000000096905,7.505249895755772e-12,0.9600132027280632,4.730642060166827e-09
0.35,0.5,1.0,0.01,0.3,0.0,0.99,0.02,0.01,0.38,0.37,0.27,0.74,0.0,0.0,0.16,0.24,0.24,0.41,0.73,0.53,0.49,0.21,0.25,0.24,0.0,0.12,0.29,0.0,0.04,0.02,0.45,0.62,0.61,0.26,0.24,0.27,0.45,0.37,0.5,0.42,0.54,0.22,0.54,0.57,0.28,0.63,0.63,0.75,0.6,0.35,0.54,0.0,0.05,0.0,1.0,0.81,0.87,0.74,0.02,0.01,0.02,0.01,0.98,0.02,0.06,0.06,0.27,0.33,0.23,0.53,0.05,0.46,0.5,0.01,0.8,0.5,0.1,0.38,0.54,0.37,0.07,0.1,0.1,0.11,0.06,0.09,0.11,0.12,0.58,0.25,0.28,0.0,0.0,0.0,0.82,0.54,0.72,0.76,0.04,0.07,0.01,0.0,0.84,0.8889996902804007,1.0,0.010000000000470455,0.3,0.0,0.9899999999998069,0.02000000000002659,0.010000000000226135,0.3800000000004134,0.36999999999927846,0.269999999999498,0.7400000000002142,0.0,0.0,0.1599999999991708,0.23999999999927438,0.2400000000000989,0.40999999999939407,0.730000000000281,0.5300000000000653,0.489999999999633,0.21000000000116928,0.25,0.23999999999859467,0.0,0.11999999999986574,0.2900000000000194,0.0,0.04000000000015268,0.020000000000221,0.45,0.619999999999688,0.6100000000002106,0.26000000000013185,0.2399999999999289,0.2700000000007778,0.45,0.3699999999998611,0.5,0.42000000000047455,0.5400000000024476,0.22000000000079656,0.5400000000004002,0.5699999999976506,0.27999999999905983,0.630000000000181,0.6299999999985715,0.75,0.6,0.35,0.5399999999993682,0.0,0.05,0.0,1.0,0.8100000000000851,0.8699999999998723,0.7400000000001208,0.01999999999984089,0.00999999999942908,0.020000000000932217,0.009999999999483367,0.979999999999846,0.01999999999958928,0.06000000000051847,0.05999999999902615,0.2700000000038271,0.32999999999946866,0.22999999999889817,0.5300000000113638,0.05,0.4600000000004382,0.5,0.010000000000375691,0.8,0.5,0.1,0.37999999999969575,0.5399999999998883,0.36999999999995903,0.06999999999996216,0.1,0.1,0.11000000000006191,0.05999999999928299,0.08999999999985864,0.10999999999977553,0.12000000000138303,0.5800000000001605,0.25,0.2799999999997027,0.0,0.0,0.0,0.8200000000000787,0.5399999999999097,0.7200000000001369,0.7600000000000895,0.040000000000138376,0.06999999999997905,0.009999999999882506,0.0,0.888999690278079,0.0
0.35,0.5,1.0,0.29,0.34,0.14,0.84,0.14,0.04,0.4,0.52,0.35,0.42,0.31,1.0,0.25,0.57,0.32,0.47,0.49,0.34,0.47,0.28,0.29,0.3,0.22,0.15,0.16,0.29,0.31,0.22,0.33,0.19,0.31,0.29,0.28,0.6,0.28,0.4,0.39,0.34,0.63,0.44,0.62,0.65,0.41,0.51,0.53,0.54,0.55,0.7,0.74,0.12,0.29,0.04,0.34,0.38,0.45,0.52,0.07,0.07,0.08,0.08,0.91,0.07,0.2,0.17,0.33,0.4,0.25,0.58,0.12,0.63,0.0,0.26,0.78,0.54,0.84,0.51,0.29,0.24,0.25,0.08,0.07,0.07,0.25,0.27,0.28,0.27,0.53,0.39,0.49,0.18,0.04,0.09,0.78,0.53,0.72,0.74,0.22,0.21,0.2,0.0,0.81,0.7016422190259805,1.0,0.2900000002111564,0.3399999998642546,0.14000000018806483,0.8399999999545673,0.13999999997759258,0.04000000014022201,0.40000000019907306,0.5199999997051633,0.34999999974977614,0.420000000071614,0.3099999997216732,1.0,0.24999999962661673,0.5699999996715862,0.3200000000419406,0.4699999997185621,0.49000000016102524,0.33999999998197555,0.4699999998225874,0.2800000003059581,0.29000000013801824,0.29999999963339047,0.2199999999308445,0.15,0.1600000000158326,0.29000000001941983,0.3100000000131888,0.220000000043206,0.3299999997219037,0.18999999983187907,0.3100000000041097,0.29000000002828435,0.27999999994204683,0.6000000003405591,0.2799999998585826,0.4,0.3900000001027793,0.3400000001752741,0.6300000006903397,0.44000000034351766,0.6200000004023636,0.6499999990941828,0.40999999966874184,0.5100000000450865,0.5299999995250918,0.5399999999350967,0.55,0.7000000001283571,0.7399999998527623,0.11999999975976441,0.2900000001344263,0.03999999983569447,0.34000000000332226,0.38000000003438983,0.4499999998382058,0.5200000000807496,0.0699999999961169,0.06999999974435896,0.08000000048577222,0.07999999977811521,0.9099999999505232,0.0699999998424174,0.2,0.16999999969631643,0.3299999972508111,0.39999999989108964,0.24999999946158669,0.580000000453059,0.12000000020087565,0.6300000002410284,1.0110851209259402e-10,0.26000000011922897,0.7799999999784004,0.5400000011699522,0.8400000001093935,0.5099999998487523,0.28999999990108005,0.23999999996016838,0.25,0.0799999997009259,0.07000000024882325,0.07000000007312843,0.24999999964193453,0.26999999993430684,0.279999999838043,0.27000000036873273,0.5300000000808429,0.38999999990090156,0.48999999985541165,0.18000000013797265,0.04000000019867057,0.09000000015494013,0.7800000000633045,0.5299999999499572,0.7200000000833512,0.7400000000520868,0.21999999999154063,0.20999999995239693,0.2,0.0,0.7016422170448048,8.028408871856279e-08
0.35,0.5,1.0,0.04,0.37,0.32,0.7,0.21,0.02,1.0,1.0,1.0,0.14,0.05,1.0,0.02,0.77,0.57,0.47,0.13,0.11,0.16,0.32,0.17,0.19,0.16,0.07,0.21,0.14,0.22,0.11,1.0,0.18,0.18,0.82,0.42,0.23,0.19,1.0,0.25,0.67,0.09,1.0,0.16,0.13,0.38,0.55,0.53,0.59,0.54,0.68,0.69,0.03,0.69,0.01,1.0,0.91,0.86,0.8,0.29,0.23,0.2,0.17,0.9,0.05,0.14,0.07,0.25,0.41,0.22,0.24,0.14,0.71,0.0,0.06,0.66,0.21,0.07,0.24,0.77,0.27,0.1,0.16,0.16,0.18,0.18,0.21,0.26,0.21,1.0,0.16,0.24,0.0,0.0,0.12,0.49,0.12,0.0,0.15,0.09,0.09,0.01,0.0,0.85,0.7377420032922608,1.0,0.04000000497242406,0.3699999978630235,0.3200000073639242,0.6999999987592069,0.20999999880855602,0.020000001943849436,0.9999999991705478,0.9999999937831006,0.9999999974290327,0.14000000096561865,0.04999999156789638,0.9999999992558599,0.020000004505521876,0.769999993153613,0.570000002289446,0.4699999936452168,0.1300000006157385,0.1099999990979478,0.1599999963075171,0.32000000591638283,0.17000000155287126,0.18999999175712387,0.15999999827984346,0.06999999840023058,0.21000000000601945,0.14000000066152776,0.22000000055836216,0.11000000227716855,0.999999996840622,0.17999999626585747,0.18000000052622078,0.8200000019008721,0.4199999995547538,0.23000000750119268,0.18999999713164412,0.999999998744099,0.2500000020274543,0.6700000047746054,0.09000000665128716,0.9999999992071313,0.1600000037927251,0.12999999187637837,0.3799999953218897,0.550000003051268,0.5299999907883862,0.5899999988028403,0.540000000167482,0.6800000025993015,0.689999993545916,0.029999995183559648,0.6900000055181085,0.009999994962797767,0.9999999990630151,0.9100000016327449,0.8599999985968206,0.8000000017847607,0.2899999977886157,0.22999999331855736,0.20000000723412364,0.1699999942828368,0.9,0.04999999514654884,0.14000000215358382,0.06999999087429287,0.24999964202395922,0.4099999943060497,0.21999999341782148,0.24000000096788499,0.14000000459194753,0.7100000044821723,1.036838856545678e-09,0.060000004561873335,0.6599999983997785,0.20999992229610143,0.07000000113686992,0.23999999662562566,0.7699999997882296,0.2699999991161849,0.09999999892094652,0.15999999304441587,0.16000000246340457,0.18000000161969112,0.17999999395549893,0.20999999800732005,0.25999999718609806,0.21000000918621115,0.9999999991883066,0.15999999762047135,0.2399999967534876,2.8758710099494134e-09,4.0893660822157115e-09,0.12000000285249936,0.49000000070807265,0.11999999899451512,1.0996923341011234e-09,0.14999999904772837,0.09000000027472459,0.08999999909049188,0.00999999849631763,9.216635368214698e-10,0.7377422193452188,1.2283922628297775e-06
0.35,0.5,1.0,0.09,0.43,0.51,0.58,0.04,0.01,0.58,0.56,0.5,0.52,0.1,1.0,0.2,0.42,0.21,0.44,0.65,0.36,0.52,0.24,0.26,0.31,0.19,0.22,0.14,0.26,0.26,0.09,0.43,0.47,0.53,0.34,0.36,0.38,0.44,0.63,0.43,0.42,0.48,0.53,0.5,0.52,0.39,0.41,0.42,0.44,0.48,0.57,0.62,0.07,0.48,0.01,0.72,0.75,0.67,0.61,0.08,0.08,0.06,0.05,0.96,0.02,0.18,0.16,0.34,0.38,0.32,0.5,0.08,0.51,0.5,0.11,0.69,0.49,0.33,0.51,0.44,0.42,0.17,0.08,0.09,0.11,0.12,0.18,0.21,0.19,0.4,0.18,0.35,0.03,0.0,0.04,0.72,0.56,0.56,0.6,0.14,0.11,0.19,0.6,0.69,0.604352480193467,1.0,0.09000000008207198,0.42999999998622884,0.5100000000558759,0.5799999999839875,0.04000000000003558,0.010000000031396113,0.5800000000307411,0.5599999999343896,0.5,0.5199999999929039,0.09999999988614088,1.0,0.2,0.4199999999423984,0.21000000001388897,0.439999999959082,0.65,0.35999999999600796,0.5199999999715111,0.24000000005468475,0.2600000000393396,0.3099999998826432,0.1899999999915184,0.21999999999057876,0.14000000000513962,0.26000000001249557,0.26000000000889606,0.0900000000303255,0.4299999999545866,0.46999999997621217,0.5300000000211912,0.3400000000170775,0.360000000001579,0.3800000000659147,0.4399999999859728,0.629999999998025,0.43000000001167005,0.4200000000280994,0.4800000000829865,0.5300000000732752,0.5,0.5199999999077478,0.38999999995620155,0.4099999999949067,0.41999999989831704,0.439999999988464,0.4800000000040378,0.5700000000146296,0.6199999999557454,0.06999999996230032,0.4800000000304446,0.009999999968677002,0.7200000000087224,0.75,0.6699999999793933,0.6100000000033367,0.07999999998783691,0.07999999993225329,0.060000000065224324,0.05,0.9599999999935181,0.01999999996303769,0.18000000003415165,0.15999999993676403,0.33999999646643525,0.3799999999614149,0.3199999999247052,0.5000000018438782,0.08000000005573828,0.5100000000320294,0.5,0.11000000003654876,0.6899999999849344,0.48999999966160507,0.3300000000131908,0.509999999979933,0.4399999999924745,0.41999999999856397,0.16999999999418186,0.07999999993441319,0.09000000006655455,0.110000000005701,0.11999999993218123,0.17999999999213215,0.2099999999827883,0.19000000010289833,0.4,0.17999999998280153,0.35,0.030000000035564175,0.0,0.04000000003635926,0.7200000000044068,0.5599999999949845,0.560000000002498,0.6,0.14000000001119972,0.10999999999444098,0.18999999998870562,0.6,0.6043524832924603,2.2606713065510792e-08
0.35,0.5,1.0,0.03,0.36,0.06,0.6,1.0,0.11,0.31,0.46,0.26,0.2,0.04,1.0,0.8,0.84,0.33,0.72,0.14,0.08,0.31,0.78,0.8,0.85,0.64,0.49,0.5,0.64,0.82,0.01,0.06,0.05,0.05,0.77,0.16,0.81,0.28,0.3,0.09,0.73,0.52,0.47,0.54,0.54,0.41,0.79,0.82,0.92,0.74,0.67,0.62,0.0,0.07,0.04,0.44,0.48,0.5,0.52,0.7,0.66,0.63,0.6,0.56,0.22,0.17,0.15,0.4,0.51,0.28,0.57,0.14,0.53,0.5,0.03,0.84,0.52,0.01,0.1,0.75,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.38,0.82,0.22,0.0,0.0,0.67,0.38,0.38,0.45,0.46,0.01,0.63,0.22,0.0,0.92,0.9069851481814118,1.0,0.030000000324131526,0.3599999998531619,0.060000000343847816,0.5999999998755856,0.9999999999211722,0.11000000017965159,0.310000000247726,0.4599999997435019,0.2599999996918662,0.20000000011376504,0.03999999988425013,0.9999999999244054,0.799999999594141,0.8399999995984403,0.33000000011322594,0.7199999996930746,0.1400000001893404,0.08000000003441324,0.30999999980727455,0.7800000003254386,0.8000000001700708,0.8499999995132598,0.639999999932217,0.4899999999177924,0.5000000000526175,0.6400000000963803,0.8200000000742603,0.009999999832633813,0.059999999779291,0.04999999988370155,0.05000000012070498,0.7700000001454794,0.1600000000138252,0.8100000003051626,0.27999999985338897,0.29999999994043186,0.09000000017871283,0.7300000002176416,0.5200000001420757,0.4700000003499487,0.5400000002331639,0.5399999997228403,0.409999999571089,0.7900000000539437,0.8199999994720483,0.9199999999129246,0.7399999999949318,0.6700000001420696,0.6199999996930291,8.457193233650438e-11,0.07000000023349726,0.03999999982880299,0.4400000000544099,0.48000000008208743,0.49999999982774707,0.5200000000774363,0.6999999999358651,0.6599999996743695,0.630000000162542,0.5999999996646199,0.559999999941775,0.21999999972180365,0.1700000002660415,0.14999999957738616,0.3999999949409428,0.5099999999026736,0.27999999947157644,0.5700000058115718,0.14000000037186608,0.5300000002535917,0.5000000000830424,0.03000000030247709,0.83999999987383,0.5200000007038929,0.009999999726501278,0.09999999986490724,0.7499999999315853,7.944756440779355e-11,0.19999999997484078,0.9999999996568811,0.9999999999143689,0.9999999999222116,0.9999999997502446,0.9999999998882231,0.9999999998911661,0.9600000005478732,0.38000000007753,0.8199999998927685,0.21999999984217689,1.5545300368345382e-10,2.0064190246907949e-10,0.6700000002693308,0.3800000000366857,0.3799999999379899,0.4500000000656148,0.4600000000260202,0.009999999696193395,0.6299999999855734,0.2199999999017617,7.999335276561512e-11,0.9069851520714489,7.194872034066578e-08
0.35,0.5,1.0,0.19,0.3,0.19,0.84,0.03,0.01,0.36,0.46,0.3,0.56,0.2,1.0,0.19,0.44,0.19,0.46,0.6,0.35,0.5,0.23,0.25,0.26,0.2,0.13,0.31,0.25,0.35,0.16,0.38,0.38,0.48,0.22,0.45,0.43,0.46,0.43,0.53,0.31,0.69,0.37,0.67,0.71,0.36,0.47,0.49,0.49,0.45,0.64,0.66,0.09,0.32,0.01,0.44,0.42,0.55,0.5,0.03,0.02,0.03,0.02,0.96,0.04,0.14,0.12,0.29,0.35,0.24,0.53,0.09,0.67,0.0,0.28,0.63,0.5,0.37,0.56,0.27,0.4,0.13,0.06,0.06,0.06,0.16,0.17,0.19,0.18,0.46,0.24,0.37,0.05,0.01,0.02,0.71,0.58,0.78,0.75,0.12,0.26,0.09,0.34,0.76,0.686061664354852,1.0,0.19000000000002829,0.3,0.19000000000009587,0.839999999999979,0.030000000000016788,0.010000000000070735,0.360000000000055,0.45999999999982566,0.3,0.5600000000000321,0.2,1.0,0.18999999999987707,0.4399999999998586,0.19000000000001593,0.4599999999998644,0.6,0.35,0.5,0.23000000000028673,0.25,0.25999999999957846,0.2,0.12999999999996342,0.3100000000000098,0.25,0.35,0.16000000000001577,0.3799999999998965,0.37999999999993495,0.48000000000003107,0.2200000000000127,0.45,0.43000000000022,0.4599999999999559,0.4299999999999786,0.5300000000000508,0.31000000000005434,0.6900000000007529,0.37000000000017824,0.6700000000000504,0.709999999999374,0.3599999999998628,0.4700000000000069,0.48999999999968136,0.4899999999999847,0.45,0.6400000000000499,0.6599999999998847,0.08999999999994544,0.32000000000005524,0.009999999999926065,0.4400000000000109,0.4200000000000036,0.55,0.5,0.03000000000001246,0.01999999999983362,0.03000000000015615,0.019999999999890074,0.959999999999981,0.03999999999990835,0.14000000000003138,0.11999999999986398,0.2899999999825659,0.35,0.23999999999978616,0.5300000000119589,0.09000000000005609,0.6700000000000614,0.0,0.28000000000006503,0.62999999999998,0.5,0.3700000000000183,0.5599999999999616,0.26999999999998014,0.4,0.12999999999999315,0.05999999999950301,0.06000000000011661,0.06000000000001004,0.15999999999982248,0.169999999999994,0.1899999999999802,0.1800000000002465,0.460000000000018,0.23999999999995802,0.3699999999999493,0.05,0.010000000000118872,0.020000000000052708,0.7100000000000055,0.5799999999999876,0.780000000000017,0.75,0.12000000000000773,0.2599999999999922,0.08999999999998708,0.3399999999999809,0.686061664371999,0.0
0.35,0.5,1.0,0.03,0.56,0.06,0.74,0.44,0.34,0.45,0.43,0.3,0.39,0.05,1.0,0.58,0.6,0.25,0.53,0.45,0.22,0.51,0.58,0.46,0.47,0.4,0.23,0.39,0.37,0.5,0.01,0.1,0.16,0.25,0.43,0.2,0.59,0.36,0.49,0.27,0.57,0.36,0.37,0.41,0.4,0.58,0.78,0.77,0.83,0.7,0.59,0.61,0.01,0.11,0.02,0.16,0.22,0.3,0.36,0.14,0.16,0.2,0.22,0.68,0.15,0.33,0.33,0.58,0.58,0.53,0.72,0.23,0.44,0.5,0.02,0.89,0.71,0.23,0.29,0.71,0.05,0.11,0.64,0.69,0.71,0.58,0.6,0.66,0.6,0.56,0.78,0.32,0.0,0.0,0.35,0.53,0.52,0.82,0.83,0.02,0.33,0.1,0.0,0.89,0.7918417725920935,1.0,0.030000000000394093,0.5599999999993357,0.0600000000010891,0.7399999999998245,0.4399999999998883,0.34000000000050995,0.45,0.42999999999802724,0.3,0.3900000000002628,0.05,1.0,0.5799999999976867,0.6,0.25,0.5299999999985531,0.45,0.2199999999999628,0.5099999999992049,0.5800000000033564,0.46000000000043056,0.46999999999702047,0.4,0.22999999999964843,0.3900000000001022,0.3700000000002734,0.5,0.010000000000561017,0.1,0.1599999999992072,0.25,0.4300000000004704,0.2,0.5900000000022635,0.35999999999937493,0.4899999999997807,0.270000000000346,0.5700000000011997,0.36000000000388754,0.37000000000207517,0.41000000000051295,0.4,0.579999999997719,0.7800000000003947,0.7699999999969149,0.8299999999998293,0.7,0.5900000000005624,0.6099999999985243,0.009999999998971235,0.1100000000006063,0.019999999998555944,0.1600000000001038,0.22000000000014558,0.3,0.3600000000001651,0.1399999999997347,0.15999999999808742,0.2,0.21999999999858358,0.679999999999929,0.15,0.3300000000013026,0.3299999999973407,0.580000000009964,0.579999999997717,0.5299999999975794,0.7200000000092105,0.23000000000101528,0.4400000000011229,0.5,0.02000000000098189,0.8899999999997295,0.7099999999991113,0.2300000000002196,0.28999999999928006,0.7099999999999314,0.05,0.10999999999990565,0.6399999999957957,0.6900000000020874,0.7100000000002987,0.5799999999978908,0.6,0.6599999999995014,0.6,0.5600000000003115,0.7799999999998384,0.319999999999303,0.0,0.0,0.35,0.5300000000000917,0.519999999999728,0.8200000000003097,0.83000000000019,0.020000000000344086,0.329999999999867,0.1,0.0,0.7918417725784576,0.0
